Country Name,Indicator Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Lesotho,GDP (current US$),470395904.054049,495409138.180352,596410302.16263,704325366.718393,831029813.140829,835582169.020455,878250862.834133,1001894000.27846,946112456.168268,998004330.90987,928460865.117733,912773656.150185,887291645.302466,825706961.238689,775777263.090784,1157825409.28048,1511236655.52047,1682343439.30976,1800092519.44933,1682025303.1603,1766820422.4798,1740835819.8008,2234731973.55119,2579421686.24912,2477702252.80078,2367113170.00373,2441063169.47922,2359754087.58169,2114426468.65681,2306741598.79677,2556247155.56945,2436029587.61009,2117736527.79886,2373416268.51107,2553459762.7992
Libya,GDP (current US$),,,28904164239.3038,31991785107.6288,33887005287.7376,30660029871.1515,28610532505.4149,25541383196.7302,27884630117.5758,30700890193.3163,27251275902.5491,35975878804.297,38270983031.8246,34112079628.5693,20481889763.7795,26265625000,33122307692.3077,47334697611.8548,60094248771.9918,68032985520.2676,86710739534.5526,60808538330.3417,75380800664.4198,48169243831.9141,92540964665.5578,75351117628.308,57372352562.4888,48717506272.6981,49912085228.3487,67157451660.2727,76686048499.3527,69254143968.3398,46808208747.2754,39798423941.0335,45752336035.9846
Lithuania,GDP (current US$),,,,,,,,7867140395.33705,8382519637.46224,10118631851.5322,11239547690.9797,10971583944.7561,11524776866.6379,12237388001.7264,14259781159.0119,18781721376.1985,22627507451.5648,26097677571.8373,30183575103.5262,39697891351.9431,47797551587.8823,37388122046.1496,37128694028.243,43535051482.3869,42927454291.478,46523420074.4372,48533659592.1728,41435533340.3883,43047309305.7375,47758736931.7805,53751411409.4437,54760617012.9166,56914826860.6918,66414994991.7935,70334299008.3797
Luxembourg,GDP (current US$),9418167855.18376,10037674037.674,12778792853.6939,13834219728.293,15518702634.8808,15925521222.0149,17701798890.7644,20853093869.7318,20895314657.9805,19563836265.2233,20150053345.1878,21899317598.8414,21230182989.3036,21387533703.2327,23649833332.1655,29667268248.1305,35064843792.8993,37672280120.4794,42910146296.0646,51587401415.7872,58844277701.5258,54467289897.5582,56213985987.4181,61696281326.2457,59776383527.3602,65203276466.9768,68804811897.6434,60071584216.1375,62216885435.9505,65712180342.9842,71000359760.4599,69825641851.0104,73992591285.3017,85506243833.7816,82274812250.9186
Macao,GDP (current US$),2288761917.39621,2705665379.75616,3246481368.16,3765249711.09098,4914365394.52545,5665606114.80317,6311207515.64538,7046147442.13921,7176892950.39164,7267571196.45572,6797792474.19192,6547670439.26,6774193548.3871,6860272608.45211,7371692468.55849,8246479394.59577,10643253442.6232,12160056754.8373,14874098382.0863,18439981803.6347,21027018551.1485,21587786004.5882,28241799668.0086,36845887225.4296,43189724079.7668,51536592939.0332,54902831793.5018,45048188247.6458,45070807279.6288,50440935654.0075,55284309690.2698,55204960999.5882,25459685019.548,30123795336.8931,21979475560.6214
Madagascar,GDP (current US$),3189456961.27041,3175638332.64471,3931334870.6285,3254713056.02171,3714966675.01207,4063298919.2868,3522227094.14223,3838100902.25012,4931861036.68369,4262965421.14559,4401967634.08547,4277903780.29131,4629247204.9853,5438332600.53228,5351701664.71362,6372498891.38118,5064732625.39054,5859269751.63826,6395712491.75146,8524620890.88039,10725137721.5622,9616879407.59474,9982711338.11814,11551819617.6271,11578975063.7975,12423555457.0352,12522957401.0395,11323020699.9128,11848613859.5279,13176313593.5509,13760033282.6071,14104664677.9627,13051441203.4474,14554754115.2112,14954967604.4073
Malawi,GDP (current US$),2008189638.9482,2314204989.72207,2737088195.94459,3206784402.38111,2618837532.19438,3013392429.85585,1719864761.30628,2033701542.3252,3319573821.89376,3875785863.38323,2547609562.74027,2584478943.60105,2537307566.12394,2498008653.13585,5087328437.8737,4669789300.35662,5058726350.48896,5320409651.47544,5818279739.14354,6451210219.11683,7743617352.21427,9009887946.82039,10128323010.6049,11648142958.3651,8773203178.16512,8031571927.62055,8801326169.14547,9219474373.16418,7909868618.46366,8943543677.18899,9880675785.93057,11025371147.1876,12056108780.2073,12602334123.7637,13164667626.9363
Malaysia,GDP (current US$),35272104730.5683,38847970073.3093,44024585239.6137,49143148094.2683,59167550162.956,66894966968.9736,74478356957.7808,88705342902.7113,100855393910.486,100005323301.867,72167498980.8398,79148421052.6316,93789736842.1053,92783947368.4211,100845526315.789,110202368421.053,124749473684.211,143534418452.154,162692260155.07,193549547954.753,230811591306.52,202257458160.849,255017645207.18,297951667650.449,314443061220.138,323276281683.441,338066121289.413,301354783698.72,301255332137.075,319109103242.055,358788833524.945,365177744321.011,337339463179.961,372981073017.749,406305924656.071
Maldives,GDP (current US$),168514513.375071,189514434.244,215043969.849246,244396761.92334,284875818.024126,322417837.161971,356014932.136461,398988954.970263,450382327.952421,508223602.378929,540096397.621071,589239753.610875,624337145.284622,870031653.109155,897031250,1052121054.6875,1226829562.5,1163362437.5,1575200390.625,1868383460.9375,2271646187.5,2345294875,2588176054.6875,2774350163.34773,2886163937.77963,3295009231.00739,3697353155.04883,4109416450.22514,4379134272.943,4754185598.8417,5300949822.99805,5609385433.592,3746329358.28788,5405557161.73799,6189865408.23158
Mali,GDP (current US$),2169040604.50929,2181821905.94196,2681912149.14767,2724131460.10827,2830673380.79743,2818281080.10984,2081846499.03751,2706425157.92907,2780422047.73085,2697105821.83307,2920358712.64824,3440724707.80834,2961484953.73364,3468337941.0883,3908121309.85681,4714071978.28635,5454249122.71389,6247515892.29694,6905934219.29467,8156468818.00868,9838403090.95859,10231962382.7842,10689168011.4449,12995112698.0102,12442035328.035,13242690790.0557,14364937127.7002,13104764378.7114,14026048334.2131,15365713059.1057,17070867577.6666,17280250805.2245,17465392779.0366,19309463505.9833,18827176532.3169
Malta,GDP (current US$),2019474244.19359,2118574772.11136,2547163582.33149,2750041434.26295,3021910216.71827,2709178326.78271,2998570146.54095,3461332684.8249,3585755121.48642,3722389055.72239,3958227428.44513,4155187257.85622,4323339212.2281,4355146427.54937,4693495693.49569,5489359280.75566,6116591928.25112,6407287650.7897,6778321415.12985,7925403777.71694,9090376446.46258,8696304529.03584,9035819656.6669,9638733344.35806,9461826174.02344,10550968138.9413,11625843213.6076,11091467513.7109,11667976402.763,13489296992.0001,15298004130.4975,15881258056.2009,15046136935.4814,17743376199.3523,17765270014.7571
Mauritania,GDP (current US$),1414951227.39805,1450647019.18099,1506914407.82047,2133692609.95576,2164298425.48412,1847353160.37444,1944876755.00708,2091726047.70039,2132087061.08121,2071996518.57055,2032347629.00637,1985922807.12919,1779520861.64321,1746063580.38174,1777057503.059,2051147606.73687,2362501023.24249,2936019525.60241,3919577285.92703,4346212411.05496,5206437120.9471,4714595487.85253,5628878865.99027,6764627665.69239,6728208836.22143,7223071177.15856,6592537781.81518,6166863960.00061,6398741855.76276,6800138755.34592,7473550557.07378,8066118984.30581,8405498735.74293,9996240418.70784,10375460680.4361
Mauritius,GDP (current US$),2134513096.5249,2181935024.14244,2653485952.13319,2856889159.58616,3224265821.36824,3263363787.16599,3558143644.06071,4040342060.18334,4421952122.97703,4187375887.41175,4169672974.84855,4343708895.58505,4663321022.22673,4613637222.14006,4841310239.63687,5816559038.54545,6578840498.66931,6488743119.74298,7028810754.78164,8150150144.15635,9990356849.29491,9128843109.15588,10003670690.3497,11518413429.9684,11668696526.2252,12292974007.9361,13074130094.3723,12007291045.6489,12594155346.298,13713505998.0391,14735695930.9727,14436347115.2893,11401040995.9946,11476433603.7814,12898307089.1315
Mexico,GDP (current US$),181611150496.787,221403143240.479,261253660211.684,313139656145.745,363157793810.136,500733386969.941,527810631731.248,360072506961.293,410972976953.229,500416010941.521,526499723362.144,600233031001.064,707909864021.779,756702925694.04,772109710670.873,729335024013.225,782242912348.371,877476892365.264,975383402912.585,1052697085016.35,1109987401386.38,900047015737.995,1057800597973.65,1180487226406.78,1201093787127.42,1274443916251.64,1315356131262.48,1171870072962.76,1078493059306.95,1158912015259.01,1222405556421.13,1269009571610.76,1090514966785.91,1272838810896.09,1414187193992.25
"Micronesia, Fed. Sts.",GDP (current US$),124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,412000000,408000000,404028900,427094119.111317
Moldova,GDP (current US$),,,,,,,,1752979926.41489,1695122173.91304,1930081168.83117,1698717504.65549,1170782957.37443,1288429391.79951,1480673594.05602,1661818168.4226,1980907434.76826,2598249555.89984,2988342907.03096,3408255364.03198,4401173161.68327,6054824433.05825,5439434059.31996,6974982391.40094,8414351671.7241,8709138767.2078,9496717700.89855,9399833207.49341,7798692878.40136,7982450758.03213,9519053158.46404,11253727815.4762,11735774634.4239,11531967881.0624,13692230147.0588,14420947883.5979
Mongolia,GDP (current US$),3204461566.66667,3576966800,2560785660,2379018326.31579,1317611863.84977,768401634.154573,925817092.217484,1452165005.2384,1345719472.35883,1180934202.83801,1124440204.40161,1057408588.68269,1136896123.61298,1267997934.3125,1396555719.97409,1595297355.78349,1992066808.09598,2523471601.80211,3414055662.58063,4234999702.69446,5623216609.65069,4583850367.88972,7189482000.66686,10409797375.1152,12292770631.1967,12582122604.1921,12226514666.0404,11619892592.6599,11181350649.2247,11480847740.0839,13178094719.8612,14206359016.4014,13312981427.4023,15286441740.129,16810883360.913
Montenegro,GDP (current US$),,,,,,,,,,,,,984292969.877649,1159869245.92513,1284685050.52413,1707710053.14938,2073234417.68066,2257174480.78597,2721903148.91482,3680711743.77224,4545674527.61096,4159330369.5471,4142983897.83334,4544429062.57783,4087525609.43086,4465771672.62001,4593852089.09567,4054728172.94375,4376929571.63114,4856602178.63413,5506944403.30196,5542053845.29274,4769995511.55242,5861430525.58447,6095978867.69929
Morocco,GDP (current US$),25705296183.5037,26314313191.1826,30179955995.515,32285573573.9185,33711069430.78,31655473663.8348,35604137422.5796,39030285468.3841,43161572352.9793,39147844526.0838,46497609536.2418,46266427862.751,43017455401.4244,43831480206.4535,47077192183.7329,58029361338.6298,66114147932.3903,68852655479.5601,75883820424.0845,86947909744.5993,101822906946.027,101154952243.015,100865325482.244,110080631330.061,106937397478.353,115739288446.799,119130845829.482,110413820681.034,111572946646.535,118540574727.552,127341141871.205,128920265075.525,121347533649.793,142866583124.696,134181587769.796
Mozambique,GDP (current US$),,,,3633488385.06275,2640001311.31689,2729524757.99534,2796555381.45919,2899912130.16659,3856799844.1609,4648838896.06781,5263884908.24241,5976402585.91345,5656473652.41147,5398557896.15748,5677013628.85057,6303399757.82376,7631106170.94621,8542083074.14716,9176896597.16802,10450826527.2066,12556173242.7736,11914471512.7684,11104649065.1649,14381552466.6044,16350813486.9908,16974314296.2182,17716091057.2675,15950979333.1582,11936993086.9579,13219079497.7055,14845400592.6712,15390031039.9957,14156864916.4711,15776757419.5197,17851491427.6765
Myanmar,GDP (current US$),1392547742.82535,1674823310.86252,2036373522.68939,2137184858.04416,2216072577.11344,2809748387.09677,3821535779.81651,4879257847.77122,5759624742.26804,5633070602.54016,4613071494.63459,5643818689.479,6849321645.95623,6220270632.33592,6110632857.66584,7754647428.07323,9390855297.73553,10588433068.8549,11863016315.2934,15591182544.7092,23013015832.1023,29455165594.6859,37796052938.7278,54118601974.7947,58318677644.9492,60572257122.2962,63264892768.3726,63045306513.9317,60291738934.7768,61449391917.1276,67144726167.9294,68697761477.1809,78930259068.5275,65124769601.7482,59364362540.5524
Namibia,GDP (current US$),2495095295.18236,2535135314.27329,2789922033.09408,2996869281.48364,3429521498.98741,3251189247.70138,3666503185.43389,3978514206.31168,3989163041.92553,4154990250.56993,3873109748.79035,3868551624.85758,3922231976.43938,3557341284.0188,3349169932.3008,4926439274.97486,6609206506.34686,7248375216.59475,8001779551.06323,8839536893.68443,8607431845.19631,8938847363.87815,11431412421.1316,12523359440.5499,13042053856.9696,12043307277.1235,12435430396.1929,11335161230.1608,10722018975.0783,12895153160.466,13682019171.6627,12541928102.7657,10583748757.3345,12446290854.8973,12607436975.946
Nepal,GDP (current US$),3487009748.35638,3525225832.99053,3627560281.90505,3921476084.89072,3401211581.29176,3660041666.66667,4066775510.20408,4401104417.67068,4521580381.47139,4918691916.53516,4856255044.39064,5033642384.10596,5494252207.90502,6007055042.17687,6050875806.66403,6330473096.54071,7273938314.71988,8130258415.29215,9043715355.8881,10325618017.379,12545438605.3959,12854985464.0764,16002656434.4746,21573872273.6695,21703100746.8206,22162205045.9731,22731612827.3458,24360801338.0543,24524109484.7453,28971588880.8208,33111525182.7133,34186180694.9285,33433659223.1789,36924841430.0574,40828247302.4851
Netherlands,GDP (current US$),261910508417.884,258336705808.999,318330511920.61,327500327675.625,362962872180.451,353550169672.52,379130260322.073,452301674444.139,450490196078.431,416812740004.518,438008220395.468,447049523049.808,417479337444.707,431586852369.686,473861980070.981,580070360701.96,658380081545.175,685348181515.953,733955269898.823,848558887541.179,951869997864.062,871518638049.218,847380859016.688,905270626332.693,838923319919.531,877172824534.519,892167986713.708,765572770634.375,784060430240.101,833869641687.068,914043438179.591,910194347568.61,909793466661.466,1011798853062,991114635529.187
New Caledonia,GDP (current US$),2072775508.24365,2185082943.54573,2529440424.29422,2653780677.01073,2923883289.6371,2822243775.1099,3038728391.45878,3628440524.39278,3606968436.36758,3291131295.15184,3556304834.39845,3647802046.2206,3420032042.3108,3297734885.79488,3740056751.5259,4915353825.59343,5895008984.55746,6238629461.58574,6979155408.44429,8819917187.11094,9067619728.99592,8704438060.52072,9364350064.98695,10351448025.3027,9659151908.65435,10151382876.8113,10635035550.01,8738203041.54697,8724568970.67697,9173669999.59434,9896402295.48329,9475655341.98316,9454629451.03219,10071349707.1581,
New Zealand,GDP (current US$),45176423605.5945,43920222524.7085,45495129385.0475,42744828653.3514,41649386969.5133,46775038748.7573,55313381442.5437,63916899263.9355,70140835299.0148,66073130218.3528,56226503975.8201,58762260625.8758,52622954598.9299,53872463497.1703,66627729311.4495,88250885550.2626,103905628688.949,114720129550.095,111538810712.665,137188946865.584,133131369930.414,121373602348.679,146517541181.254,168291357111.739,176206659722.524,190906575136.003,201313497220.917,178064471137.921,188838342527.975,206556258844.567,211886686924.483,213091987153.092,212569779569.515,255551704625.831,247234053739.267
Nicaragua,GDP (current US$),2630900095.60219,1013184755.57026,1009455476.10732,1488804123.71134,1792800000,1756454248.36601,3863185119.04762,4140470000,4308351902.78601,4389973334.97976,4635267224.84195,4855717874.68247,5107329007.0922,5323146565.70315,5224213017.54386,5322454925.84746,5795568204.64532,6321324455.16941,6763418645.81377,7423365274.89468,8496948184.42042,8298736471.12441,8758619130.58043,9774320144.00049,10531980451.1847,10982954744.4415,11880433902.9361,12756722238.3709,13286066154.9603,13785890939.4447,13025266513.3167,12699028889.666,12678162359.4021,14145852100.7591,15671583877.9712
Niger,GDP (current US$),2280356194.14559,2179567111.0004,3512356508.47435,3285796877.19799,3386232582.4161,3052673843.8613,1938058176.41585,2302537562.69931,2405686938.76483,2290318908.81986,2643363520.93135,2537789819.37694,2241753192.71257,2448714703.09612,2782192880.69187,3394084731.48601,3760443735.45875,4383315967.49998,4756361253.33358,5731485046.0864,7297600218.92394,7352131304.39631,7851192498.77154,8772950783.02414,9426912639.20382,10224897440.9239,10862943546.2851,9683867926.72766,10398861980.6524,11185101444.3729,12808661487.4035,12916454870.5458,13744174582.2532,14915002098.4975,13969605582.5202
Nigeria,GDP (current US$),49648470440.4593,44003061108.4005,54035795387.8086,49118434950.4188,47794954191.501,27752204787.489,33833043777.7372,44062465417.9421,51075815092.5,54457835603.1357,54604050168.1818,59372679433.1746,69448962760.8787,74030562269.9655,95054094655.3277,104738980156.958,135764715375.206,175670536601.006,238454952231.572,278260808841.03,339476215683.592,295008767295.038,366990528103.078,414466540786.738,463971000388.612,520117163617.721,574183825592.358,493026782401.561,404649048648.026,375745732274.676,421739210176.152,474517470742.749,432198936002.177,440833583992.485,477386120635.845
North Macedonia,GDP (current US$),,,4699646643.10954,4938775510.20408,2436849341.97604,2682456896.55172,3559608612.55779,4707041273.82331,4642021256.30689,3912986090.97363,3765745000.15914,3863619262.14615,3772859053.28772,3709636012.49122,4018365767.82494,4946296568.73311,5682784433.35956,6258602830.34852,6861227018.42078,8336475035.85415,9909552355.61558,9401736825.42688,9407170388.83362,10494626767.6445,9745261300.57788,10817702423.7886,11362265293.5581,10064519962.5655,10672467073.2873,11307067000.7188,12683068033.1043,12606338448.547,12363580534.6811,13825049831.7959,13563132057.2486
Norway,GDP (current US$),101900521458.037,102633934390.615,119791045690.118,121871665528.423,130838022522.86,120578717965.736,127131604641.39,152030652228.016,163519897878.102,161356612878.694,154230346261.264,162384295939.12,171456390281.958,174240242224.618,195915371987.697,229384929368.922,265267350723.204,309978579743.888,346913357588.358,402645550184.816,464917553191.489,387974344023.324,431052143940.438,501360549669.404,512777309840.997,526014468085.106,501736471832.848,388159512245.53,370956547619.048,401745275035.261,439788625883.8,408742840909.091,367633418886.627,490293364377.183,579267365866.343
Occ.Pal.Terr,GDP (current US$),,,,,,,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15531700000,18109000000,19111900000
Oman,GDP (current US$),8386215864.75943,9372171651.49545,11685045513.6541,11341482444.7334,12452275682.7048,12493107932.3797,12918855656.697,13802600780.2341,15277763328.9987,15837451235.3706,13996914694.4083,15593456176.8531,19507452535.7607,19452000520.156,20142756046.814,21633708192.4577,24763712873.8622,31081991677.5033,37215779713.9142,42085379453.8362,60905452535.7607,48388363589.0767,64993498049.4148,77497529258.7776,87408842652.7958,89936020806.2419,92699089726.9181,78710793237.9714,75128738621.5865,80856697009.1027,91505851755.5267,88060858257.4772,75909397659.2978,88191977373.212,114667360208.062
Pakistan,GDP (current US$),38472742808.3167,40171105580.1973,40010423970.4576,45625336680.2047,48884672605.0356,51809999353.1614,52293471392.5867,60636071684.1918,63320170084.4076,62433340468.0228,62191955814.3478,62973856843.5739,82017743416.2841,79484403984.8849,79904985384.8652,91760542940.0717,107759683863.123,120055291992.938,137264061106.043,152385716311.916,170077814106.305,168152775283.032,177165547828.889,213587517187.669,224383544087.452,231218467669.571,244360858682.762,270556104886.456,313629998960.445,339205536454.445,356128167702.894,320909472926.461,300425609206.18,348262544719.247,376532751806.989
Palau,GDP (current US$),,,,,,,,,,,,,146297500,156907900,163184900,153963200,165186200,190452900,192382400,198897700,198283900,187522800,185943000,196911100,212397800,221117200,241669800,280457700,298300000,285600000,284900000,278900000,251900000,217800000,
Panama,GDP (current US$),5902783400,5918469800,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429700000,45599900000,49921400000,54091800000,57907700000,62202700000,67294169234.6291,69721787532.9789,57086836942.4052,67406738051.7437,76522511780.6222
Papua New Guinea,GDP (current US$),3656179989.10101,3546470500.90388,3219730364.99623,3787394957.98319,4377980510.05598,4974550286.18152,5502786069.65174,4636057476.42568,5155311077.38998,4936615298.79367,3789443014.61662,3477038204.01733,3521339699.07407,3081024212.42924,2999511040.19764,3536411824.2958,3927157866.96465,4865892972.27595,8354911621.97941,9545029480.82223,11670891359.7271,11619455043.4763,14250785801.34,17985138449.6522,21295165200.8383,21261338064.8783,23210823987.308,21723439625.73,20758874952.5805,22742696407.5093,24109780113.2307,24751069237.9977,23848442440.267,26311656000,30633444294.631
Paraguay,GDP (current US$),4255683528.33333,4757732199.96213,5812114523.01187,6984367762.90371,7157424031.06045,7249533620.30614,7870982004.8195,9062131475.02318,9788391780.52421,9965225678.05093,9260481572.42462,8837070235.51892,8855705139.55857,8495806432.18467,7196260656.84556,7691367471.17992,9624440836.29309,10737500188.1123,13429430050.261,17856393235.4338,24615267617.0323,22355151177.738,27129301048.0505,33737033607.0615,33296438408.8556,38651334593.0289,40377987314.6435,36211372646.38,36089550671.834,38997129809.1697,40225448651.3062,37925338460.1556,35432177936.3317,39950899733.227,41722295362.0667
Peru,GDP (current US$),15439408447.2,22499559086.0587,26410386669.3532,34341465998.2003,35966302303.263,34832077220.8537,44882079766.8913,53312793687.3836,55252414130.3019,58147522522.5225,55501467877.381,50187324567.883,51744749133.213,52030158775.4055,54777553515.0809,58731030121.8671,66768703497.5687,76060606060.6061,88643193061.748,102170981144.136,120550599815.441,120822986521.479,147527631520.729,171761737046.585,192649991136.09,201175541637.441,200786240836.818,189802961890.097,191898127860.843,211007952315.888,222597030191.041,228325852220.761,201947603715.409,223717791482.577,242631549613.268
Philippines,GDP (current US$),43152128958.6116,48513772976.7115,50508286641.5746,51784144314.5523,60422329031.6279,62036529909.6817,73159337838.4005,84644329824.7159,94648084429.0341,94106316500.6777,74492416329.9142,85640170314.8245,83669788254.7279,78921234457.5487,84307346432.1264,87039092438.9644,95002000250.4167,107419977968.185,127652927611.904,155980408072.596,181624627927.891,175974754207.575,208368892319.281,234216730703.65,261920542606.621,283902829721.261,297483553299.593,306445871631.969,318627003965.989,328480738147.1,346841896890.489,376823404772.837,361751145432.404,394087362017.318,404284327311.713
Poland,GDP (current US$),,,65977748210.5263,85500934319.1735,94337047232.8866,96043157272.862,110803635287.621,142293761469.151,160193242090.427,159358194732.094,174685791563.561,170030647848.034,172220451786.957,190905493539.168,199070432431.108,217828661056.935,255107275407.423,306145913284.466,344626630395.377,429020755432.721,533599853342.51,439731636116.949,475696613935.595,524374222547.901,495230574356.743,515762008468.811,539080532037.142,477111287969.227,470024559638.496,524641206562.004,588779850763.487,596058473058.766,599442783603.187,679441900610.663,688176605954.787
Portugal,GDP (current US$),56347250696.3788,60594092182.3275,78713860216.5659,89233599278.4792,107592098307.098,95009751901.2592,99688641304.3478,118122007430.012,122630089680.27,117016535162.95,123946327916.296,127470385557.184,118605192877.388,121604107164.997,134795565549.419,165226175536.793,189382122532.169,197253876704.921,208756449275.848,240496147317.381,263416394624.084,244667762835.543,238113003233.289,245117990242.249,216224240577.957,226433858005.716,229901964221.881,199394066525.44,206426152308.937,221357874718.932,242313116577.963,239986922638.897,229031860520.773,253982847571.015,251945377529.388
Qatar,GDP (current US$),6038187032.96703,6487912087.91209,7360439423.07692,6883516483.51648,7646153983.51648,7156593653.84615,7374450769.23077,8137911978.02198,9059340384.61539,11297802115.3846,10255495027.4725,12393131868.1319,17759890109.8901,17538461538.4615,19363736263.7363,23533791208.7912,31734065934.0659,44530494505.4945,60882142857.1429,79712087912.0879,115270054945.055,97798351648.3516,125122306346.154,167775268626.374,186833502362.637,198727642967.033,206224598571.429,161739955576.923,151732181868.132,161099122225.275,183334953818.681,176371267689.082,144411363345.27,179677131707.294,237295575171.103
Romania,GDP (current US$),40424526825.7903,41450779108.6724,38244330107.5469,28851673544.9961,25121666666.6667,26361131547.1224,30072880812.3245,37430238805.9335,36937074278.3004,35575197534.5787,41696111548.0676,35953162615.8563,37253738081.0669,40395114264.7811,46065502702.5817,57806382692.2057,74973660680.522,98454374488.2926,122023721512.528,174588782938.583,214317174116.581,174102268534.84,170029359010.667,192613558645.612,179132893143.417,189789277576.061,199713780259.318,177883897811.434,185287615324.922,210147181055.277,243316050520.725,251017797625.017,251362534092.315,285404683024.537,301261582924.085
Russian Federation,GDP (current US$),554713455149.502,506500173960.269,516814274021.956,517962962962.963,460290556900.726,435083713850.837,395077301248.464,395537185734.854,391724890744.498,404928954191.876,270955486862.442,195907128350.934,259710142196.943,306602070620.5,345470494417.863,430347420194.66,591016690742.798,764015982495.676,989932059220.667,1299703459799.96,1660848058303.11,1222645887209.32,1524916698232.71,2045922727569.78,2208293528673.97,2292470104248.18,2059241582146.11,1363482179761.17,1276786344534.27,1574199355092.71,1657328764645.93,1693114993990.49,1493075887459.81,1836892075547.52,2240422438363.27
Rwanda,GDP (current US$),2395492695.13767,2405022587.80045,2550185692.53721,1911600232.09279,2029026956.63554,1971525718.16062,753636370.454545,1293535192.21661,1382334879.40812,1851558199.35773,1989343548.29917,2157024758.12224,2068762706.74598,1966548409.54858,1965932546.35834,2138185328.15156,2376464519.64036,2933765825.28037,3319711249.44189,4070391531.29599,5179804290.63377,5674428927.60356,6124693374.47064,6884907733.00484,7654782978.58736,7820052084.03387,8239042500.28733,8543869360.36164,8695318854.11055,9252833678.08916,9636510839.30707,10346675636.3397,10172925171.5869,11055281971.0454,13312796765.2336
Samoa,GDP (current US$),133016065.416065,122888609.715243,125766269.755358,125597205.422315,132303041.36253,133122897.196262,221098106.508876,224865731.381903,249907893.815192,285475620.929503,269485284.955621,255408053.16629,258856139.798489,266299591.479428,281790139.027035,333426144.540765,407747521.116429,476801793.159429,499923757.780736,573548459.833372,641346191.664776,628006115.424052,680260919.878945,744096948.492259,773141695.14845,797736265.919418,796683672.75348,824150487.210566,843924750.673535,884844419.778891,878448439.453724,912950619.371868,868898350.356664,843850777.823854,832421565.372356
Sao Tome and Principe,GDP (current US$),,,,,,,,,,,,,,75951131.9461768,85171073.8777498,102085765.483057,114582281.98784,136450658.08261,142775109.816191,149146918.888611,188021169.26829,187821029.428546,196652514.267255,231489270.144529,250680845.747837,300554483.611626,346528329.183227,316066072.343754,345495614.979982,375614126.193877,412253809.728799,427425039.684339,472551023.610419,526653790.670814,546680341.647274
Saudi Arabia,GDP (current US$),88256162068.9725,95344352823.6969,117630261604.888,132223257865.578,137087867284.342,132967891655.205,135174876355.656,143343025756.299,158662377388.989,165963594803.636,146775428759.278,161717040000,189514910222.667,184137517724.863,189605920240.516,215807655244.424,258742263029.008,328459700124.064,376900135720.729,415964583059.205,519796738631.128,429097899279.013,528207298529.872,676634577273.045,741849984943.256,753864543430.248,766605946720.427,669484381328.891,665999879694.192,714994694991.651,846583785179.856,838564705624.643,734271183954.88,868585871464.541,1108148978218.49
Senegal,GDP (current US$),6418419392.52726,6366039362.80037,7390967361.65927,7255210474.43418,7769817847.278,7367986228.20805,5034588198.68019,6326342634.65422,6559712162.47057,6041478722.24648,6505607913.82443,6592834929.38994,6013185003.70967,6507824826.95024,7006402324.84511,8768721560.57422,10076816661.048,11009033445.2548,11697918245.3507,13994218399.034,16853989611.1933,16145867483.2198,16121315901.8117,17814283649.9367,17660870395.8103,18918667730.5417,19797253445.2673,17774766696.6987,19040312331.1615,20996562958.501,23116701539.5646,23403995984.9306,24530513058.5946,27569136728.2565,27684430244.4907
"Serbia, FR(Serbia/Montenegro)",GDP (current US$),,,,,,,,16832598870.0565,21818007448.7896,25676487999.5941,19457979423.376,19388663551.0012,6875845986.52121,12960546471.3782,17120906918.3503,22482365321.7656,26141968161.0924,27683225959.2468,32482070360.3204,43170990616.4729,52194221468.5007,45162894380.9318,41819468691.8251,49258136128.9672,43309252921.0567,48394239474.6762,47062202241.4378,39655949731.3816,40692661657.284,44179075778.9267,50640662859.4987,51514242775.5241,53356484763.839,63082021205.9295,63501748652.2968
Seychelles,GDP (current US$),301985636.80955,324333385.605606,392163560.879912,398307144.759003,461409398.855893,504230588.114201,517570058.151034,540733047.733048,535250347.089479,598967022.07205,647287375.762528,662838614.880674,654212432.437162,662064193.596574,742134792.367443,750847276.441706,893012218.181818,977899381.818182,1081441348.62605,1077308888.16317,979597364.9333,851064318.792141,981918002.869768,1059249939.59333,1089880668.37774,1324915221.7211,1387576413.85839,1391427967.33495,1458954109.81959,1529773286.49646,1587813245.28225,1645090567.04612,1183515397.64891,1286687873.18447,1588406479.15511
